T0;Tr1;Tpco;Tpm;Tzco;Tzco_ref;Tzm;Fcob_i;rtb_Fcob;TrSP1;Um;Ub1;Ub2;Tr2;TrSP2
3.050000;5.441145;6.636637;55.544682;45.171174;49.662500;77.375000;0.009570;0.000000;5.000000;1.000000;0.000000;0.861256;14.054159;16.000000
3.050000;5.335501;6.464523;64.128171;56.295504;49.662500;77.375000;0.010202;0.000000;5.000000;1.000000;0.000000;0.918166;14.388731;16.000000
3.050000;5.233813;6.301841;60.771010;57.451270;49.662500;77.375000;0.010198;0.000000;5.000000;0.000000;0.000000;0.917817;15.044640;16.000000
3.050000;5.136088;6.147838;52.726138;50.548550;49.662500;77.375000;0.009660;0.000000;5.000000;0.000000;0.000000;0.869366;15.812953;16.000000
3.050000;5.042293;6.001861;46.881104;45.234228;49.662500;77.375000;0.008870;0.000000;5.000000;0.000000;0.000000;0.798306;16.449881;16.000000
3.050000;4.952367;5.863344;49.579875;42.444337;49.662500;77.375000;0.008016;0.000000;5.000000;1.000000;0.000000;0.721412;16.878026;16.000000
3.050000;4.866224;5.731786;63.973409;57.071941;49.662500;77.375000;0.007104;0.000000;5.000000;0.000000;0.000000;0.639359;17.183976;16.000000
3.000000;4.780252;5.606489;55.772724;54.155705;49.750000;77.500000;0.005938;0.000000;5.000000;0.000000;0.000000;0.534408;17.551296;16.000000
3.050000;4.701782;5.487143;51.603891;50.488033;49.662500;77.375000;0.004601;0.000000;5.000000;0.000000;0.000000;0.414071;17.890589;16.000000
3.000000;4.623181;5.373413;48.756143;48.011279;49.750000;77.500000;0.003232;0.000000;5.000000;0.000000;0.000000;0.290879;18.115753;16.000000
3.000000;4.548269;5.264783;46.932367;46.486176;49.750000;77.500000;0.001917;0.000000;5.000000;0.000000;0.000000;0.172485;18.212356;16.000000
3.000000;4.476862;5.161044;45.956214;45.763876;49.750000;77.500000;0.000723;0.000000;5.000000;0.000000;0.000000;0.065051;18.182833;16.000000
3.000000;4.408786;5.061995;60.471413;53.891185;49.750000;77.500000;0.000000;0.000000;5.000000;1.000000;0.000000;0.000000;18.032776;16.000000
3.000000;4.343877;4.967436;57.888328;57.871318;49.750000;77.500000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;17.775885;16.000000
3.000000;4.281981;4.877173;57.879841;57.879805;49.750000;77.500000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;17.439493;16.000000
3.000000;4.222955;4.791021;57.879823;57.879823;49.750000;77.500000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;17.046457;16.000000
3.050000;4.170174;4.709051;57.879823;57.879823;49.662500;77.375000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;16.618057;16.000000
3.000000;4.116067;4.631003;57.879823;57.879823;49.750000;77.500000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;16.160613;16.000000
3.050000;4.068024;4.556685;57.879823;57.879823;49.662500;77.375000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;15.692251;16.000000
3.050000;4.021987;4.486128;57.879823;57.879823;49.662500;77.375000;0.000000;0.000000;5.000000;0.000000;0.000000;0.000000;15.217163;16.000000
3.050000;3.977905;4.419085;57.574411;57.296527;49.662500;77.375000;0.000934;0.000000;5.000000;0.000000;0.000000;0.084083;14.752881;16.000000
3.000000;3.932210;4.355086;56.074105;55.386151;49.750000;77.500000;0.002155;0.000000;5.000000;0.000000;0.000000;0.193957;14.377330;16.000000
3.000000;3.888771;4.293768;53.423427;52.415786;49.750000;77.500000;0.003356;0.000000;5.000000;0.000000;0.000000;0.302030;14.167871;16.000000
