T0;Tr1;Tpco;Tpm;Tzco;Tzco_ref;Tzm;Fcob_i;rtb_Fcob;TrSP1;Um;Ub1;Ub2;Tr2;TrSP2;;Uchyb;B³¹d wzglêdny uchybu
-12;14.88661;52.311565;80.018315;76.087079;76;115;0.004895;0.004895;15;0.158366;0.440536;0.440536;14.88661;15;;0.11339;0.76%
-12;15.111202;52.611549;79.82994;76.142277;76;115;0.004645;0.004645;15;0.147036;0.41808;0.41808;15.111202;15;;0.111202;0.74%
-12;15.313599;52.543207;79.605363;76.179912;76;115;0.004301;0.004301;15;0.13515;0.387091;0.387091;15.313599;15;;0.313599;2.09%
-12;15.47668;52.134726;79.359714;76.202367;76;115;0.003898;0.003898;15;0.123289;0.350834;0.350834;15.47668;15;;0.47668;3.18%
-12;15.587421;51.426542;79.107103;76.211072;76;115;0.003477;0.003477;15;0.112027;0.312921;0.312921;15.587421;15;;0.587421;3.92%
-12;15.6371;50.473221;78.863398;76.205745;76;115;0.003079;0.003079;15;0.102079;0.277076;0.277076;15.6371;15;;0.6371;4.25%
-12;15.621687;49.348663;78.648352;76.184602;76;115;0.002743;0.002743;15;0.094364;0.246878;0.246878;15.621687;15;;0.621687;4.14%
-12;15.542487;48.151117;78.485878;76.145476;76;115;0.002505;0.002505;15;0.089948;0.225442;0.225442;15.542487;15;;0.542487;3.62%
-12;15.406882;47.003344;78.401254;76.087673;76;115;0.00239;0.00239;15;0.089825;0.215059;0.215059;15.406882;15;;0.406882;2.71%
-12;15.22871;46.04311;78.41481;76.014119;76;115;0.002409;0.002409;15;0.094583;0.216848;0.216848;15.22871;15;;0.22871;1.52%
-12;15.027737;45.401762;78.533627;75.932804;76;115;0.002561;0.002561;15;0.104033;0.230487;0.230487;15.027737;15;;0.027737;0.18%
-12;14.827717;45.174602;78.745147;75.856322;76;115;0.002824;0.002824;15;0.117003;0.254158;0.254158;14.827717;15;;0.172283;1.15%
-12;14.653038;45.393721;79.017114;75.798893;76;115;0.003164;0.003164;15;0.131471;0.284759;0.284759;14.653038;15;;0.346962;2.31%
-12;14.524662;46.01624;79.305274;75.771715;76;115;0.003538;0.003538;15;0.145063;0.31838;0.31838;14.524662;15;;0.475338;3.17%
-12;14.456548;46.934832;79.565514;75.778918;76;115;0.003899;0.003899;15;0.155715;0.350926;0.350926;14.456548;15;;0.543452;3.62%
-12;14.453677;48.005993;79.764567;75.816391;76;115;0.004208;0.004208;15;0.162192;0.378725;0.378725;14.453677;15;;0.546323;3.64%
-12;14.512112;49.083301;79.885081;75.874014;76;115;0.004433;0.004433;15;0.164228;0.39897;0.39897;14.512112;15;;0.487888;3.25%
-12;14.620764;50.043233;79.924702;75.939766;76;115;0.004555;0.004555;15;0.162318;0.40996;0.40996;14.620764;15;;0.379236;2.53%
-12;14.764002;50.797802;79.891566;76.0034;76;115;0.004568;0.004568;15;0.15735;0.411124;0.411124;14.764002;15;;0.235998;1.57%
-12;14.924293;51.295442;79.799131;76.058268;76;115;0.004477;0.004477;15;0.150277;0.402921;0.402921;14.924293;15;;0.075707;0.5%
-12;15.084336;51.515173;79.662272;76.101254;76;115;0.004296;0.004296;15;0.141939;0.386666;0.386666;15.084336;15;;0.084336;0.56%
-12;15.228534;51.459136;79.495312;76.131623;76;115;0.004048;0.004048;15;0.133028;0.364331;0.364331;15.228534;15;;0.228534;1.52%
-12;15.343896;51.1468;79.311736;76.149641;76;115;0.003759;0.003759;15;0.124145;0.338342;0.338342;15.343896;15;;0.343896;2.29%
-12;15.420587;50.612093;79.124954;76.155558;76;115;0.00346;0.00346;15;0.115873;0.311386;0.311386;15.420587;15;;0.420587;2.8%
-12;15.452323;49.903175;78.949319;76.149151;76;115;0.00318;0.00318;15;0.108844;0.286197;0.286197;15.452323;15;;0.452323;3.02%
-12;15.436749;49.083409;78.800658;76.129873;76;115;0.002948;0.002948;15;0.103743;0.265333;0.265333;15.436749;15;;0.436749;2.91%
-12;15.375804;48.231333;78.69559;76.097524;76;115;0.002788;0.002788;15;0.10124;0.250937;0.250937;15.375804;15;;0.375804;2.51%
-12;15.275954;47.437143;78.649214;76.053251;76;115;0.002717;0.002717;15;0.101854;0.244487;0.244487;15.275954;15;;0.275954;1.84%
-12;15.148046;46.793816;78.671375;76.000485;76;115;0.00274;0.00274;15;0.105762;0.24659;0.24659;15.148046;15;;0.148046;0.99%
-12;15.006523;46.382932;78.762675;75.945299;76;115;0.002854;0.002854;15;0.112642;0.256855;0.256855;15.006523;15;;0.006523;0.04%
-12;14.86786;46.258276;78.912157;75.895709;76;115;0.003043;0.003043;15;0.121616;0.273908;0.273908;14.86786;15;;0.13214;0.88%
-12;14.748343;46.43278;79.098321;75.859865;76;115;0.003284;0.003284;15;0.131383;0.295565;0.295565;14.748343;15;;0.251657;1.68%
-12;14.661626;46.874392;79.293634;75.843721;76;115;0.003546;0.003546;15;0.140496;0.319145;0.319145;14.661626;15;;0.338374;2.26%
-12;14.616699;47.51313;79.470855;75.849225;76;115;0.003798;0.003798;15;0.147709;0.341862;0.341862;14.616699;15;;0.383301;2.56%
-12;14.61676;48.256739;79.608625;75.873917;76;115;0.004013;0.004013;15;0.15223;0.361204;0.361204;14.61676;15;;0.38324;2.55%
-12;14.659233;49.009067;79.694457;75.912057;76;115;0.004169;0.004169;15;0.153808;0.375219;0.375219;14.659233;15;;0.340767;2.27%
-12;14.736738;49.685307;79.724807;75.95662;76;115;0.004252;0.004252;15;0.152647;0.382694;0.382694;14.736738;15;;0.263262;1.76%
-12;14.838624;50.220985;79.703145;76.001166;76;115;0.004258;0.004258;15;0.149237;0.383197;0.383197;14.838624;15;;0.161376;1.08%
-12;14.952629;50.574718;79.637353;76.04094;76;115;0.004189;0.004189;15;0.14418;0.377039;0.377039;14.952629;15;;0.047371;0.32%
-12;15.066349;50.726776;79.537486;76.073066;76;115;0.004057;0.004057;15;0.138082;0.365167;0.365167;15.066349;15;;0.066349;0.44%
-12;15.168387;50.675911;79.41439;76.096134;76;115;0.003878;0.003878;15;0.131506;0.349025;0.349025;15.168387;15;;0.168387;1.12%
-11;15.313899;50.172071;77.033851;74.098987;74.25;112.5;0.00358;0.00358;15;0.126697;0.322203;0.322203;15.313899;15;;0.313899;2.09%
-11;15.40279;49.410982;77.043045;74.288406;74.25;112.5;0.00328;0.00328;15;0.109227;0.295159;0.295159;15.40279;15;;0.40279;2.69%
-11;15.435105;48.558676;76.929821;74.319069;74.25;112.5;0.003008;0.003008;15;0.103416;0.270752;0.270752;15.435105;15;;0.435105;2.9%
-11;15.413686;47.652565;76.827402;74.325585;74.25;112.5;0.002794;0.002794;15;0.099033;0.251462;0.251462;15.413686;15;;0.413686;2.76%
-11;15.344169;46.761082;76.759148;74.307527;74.25;112.5;0.002659;0.002659;15;0.097422;0.239285;0.239285;15.344169;15;;0.344169;2.29%
-11;15.235821;45.968623;76.744787;74.270836;74.25;112.5;0.002616;0.002616;15;0.099068;0.235485;0.235485;15.235821;15;;0.235821;1.57%
-11;15.101638;45.362654;76.795647;74.222342;74.25;112.5;0.002671;0.002671;15;0.104056;0.240391;0.240391;15.101638;15;;0.101638;0.68%
-11;14.957567;45.016733;76.911492;74.170639;74.25;112.5;0.002815;0.002815;15;0.111908;0.253313;0.253313;14.957567;15;;0.042433;0.28%
-11;14.820848;44.973191;77.07942;74.125335;74.25;112.5;0.003029;0.003029;15;0.121585;0.27259;0.27259;14.820848;15;;0.179152;1.19%
-11;14.707717;45.231288;77.276207;74.095154;74.25;112.5;0.003287;0.003287;15;0.131668;0.295816;0.295816;14.707717;15;;0.292283;1.95%
-11;14.631023;45.745818;77.473845;74.085679;74.25;112.5;0.003558;0.003558;15;0.140685;0.320187;0.320187;14.631023;15;;0.368977;2.46%
-11;14.598393;46.43706;77.646154;74.097894;74.25;112.5;0.00381;0.00381;15;0.147459;0.342904;0.342904;14.598393;15;;0.401607;2.68%
-11;14.611435;47.208116;77.773949;74.128288;74.25;112.5;0.004017;0.004017;15;0.151328;0.361537;0.361537;14.611435;15;;0.388565;2.59%
-11;14.666071;47.963212;77.847269;74.170422;74.25;112.5;0.004159;0.004159;15;0.152181;0.374292;0.374292;14.666071;15;;0.333929;2.23%
-11;14.75374;48.621509;77.864769;74.21709;74.25;112.5;0.004224;0.004224;15;0.150331;0.380144;0.380144;14.75374;15;;0.24626;1.64%
-11;14.863039;49.124202;77.831435;74.262114;74.25;112.5;0.00421;0.00421;15;0.146331;0.378858;0.378858;14.863039;15;;0.136961;0.91%
-11;14.981379;49.435712;77.755957;74.301212;74.25;112.5;0.004121;0.004121;15;0.140808;0.370925;0.370925;14.981379;15;;0.018621;0.12%
-11;15.096376;49.541333;77.648662;74.33198;74.25;112.5;0.003972;0.003972;15;0.134364;0.357443;0.357443;15.096376;15;;0.096376;0.64%
-11;15.196899;49.443778;77.520371;74.353356;74.25;112.5;0.003778;0.003778;15;0.127553;0.339979;0.339979;15.196899;15;;0.196899;1.31%
-11;15.273805;49.16027;77.382072;74.364958;74.25;112.5;0.00356;0.00356;15;0.120894;0.320408;0.320408;15.273805;15;;0.273805;1.83%
-10;15.385749;48.479862;74.96512;72.336797;72.5;110;0.00325;0.00325;15;0.11668;0.292487;0.292487;15.385749;15;;0.385749;2.57%
-10;15.436445;47.575449;75.021201;72.524043;72.5;110;0.002962;0.002962;15;0.10038;0.266611;0.266611;15.436445;15;;0.436445;2.91%
-10;15.428664;46.628144;74.930192;72.549476;72.5;110;0.002728;0.002728;15;0.095916;0.245532;0.245532;15.428664;15;;0.428664;2.86%
-10;15.36858;45.688376;74.863305;72.547959;72.5;110;0.002571;0.002571;15;0.093507;0.23141;0.23141;15.36858;15;;0.36858;2.46%
-10;15.265423;44.835312;74.841881;72.520841;72.5;110;0.002508;0.002508;15;0.094411;0.225722;0.225722;15.265423;15;;0.265423;1.77%
-10;15.132017;44.156829;74.882248;72.47677;72.5;110;0.002545;0.002545;15;0.098827;0.229033;0.229033;15.132017;15;;0.132017;0.88%
-10;14.98434;43.732258;74.988728;72.425278;72.5;110;0.002676;0.002676;15;0.106416;0.240869;0.240869;14.98434;15;;0.01566;0.1%
-10;14.840106;43.613522;75.152048;72.376961;72.5;110;0.002886;0.002886;15;0.116226;0.259732;0.259732;14.840106;15;;0.159894;1.07%
-10;14.716547;43.810561;75.350988;72.341841;72.5;110;0.003148;0.003148;15;0.12684;0.283289;0.283289;14.716547;15;;0.283453;1.89%
-10;14.627936;44.286799;75.55757;72.327036;72.5;110;0.00343;0.00343;15;0.136691;0.308705;0.308705;14.627936;15;;0.372064;2.48%
-10;14.583513;44.966817;75.743995;72.334948;72.5;110;0.003701;0.003701;15;0.144442;0.333055;0.333055;14.583513;15;;0.416487;2.78%
-10;14.586395;45.753124;75.888604;72.362977;72.5;110;0.00393;0.00393;15;0.149263;0.353712;0.353712;14.586395;15;;0.413605;2.76%
-10;14.633668;46.545498;75.978972;72.404911;72.5;110;0.004096;0.004096;15;0.150914;0.368653;0.368653;14.633668;15;;0.366332;2.44%
-10;14.717475;47.256632;76.011868;72.453194;72.5;110;0.004185;0.004185;15;0.149644;0.376623;0.376623;14.717475;15;;0.282525;1.88%
-10;14.826649;47.820942;75.991151;72.501015;72.5;110;0.004191;0.004191;15;0.145993;0.377181;0.377181;14.826649;15;;0.173351;1.16%
-10;14.948441;48.196786;75.924999;72.543474;72.5;110;0.004118;0.004118;15;0.140606;0.37065;0.37065;14.948441;15;;0.051559;0.34%
-10;15.070019;48.364413;75.823577;72.577741;72.5;110;0.003978;0.003978;15;0.134112;0.358004;0.358004;15.070019;15;;0.070019;0.47%
-10;15.179603;48.3223;75.697631;72.602556;72.5;110;0.003786;0.003786;15;0.127083;0.340733;0.340733;15.179603;15;;0.179603;1.2%
-10;15.267257;48.083838;75.557997;72.617505;72.5;110;0.003563;0.003563;15;0.120045;0.320689;0.320689;15.267257;15;;0.267257;1.78%
-10;15.325426;47.675276;75.415737;72.622432;72.5;110;0.003332;0.003332;15;0.113512;0.299921;0.299921;15.325426;15;;0.325426;2.17%
-10;15.349327;47.134858;75.282432;72.617159;72.5;110;0.003117;0.003117;15;0.108008;0.280515;0.280515;15.349327;15;;0.349327;2.33%
-10;15.337265;46.51237;75.170193;72.601563;72.5;110;0.002938;0.002938;15;0.104057;0.26441;0.26441;15.337265;15;;0.337265;2.25%
-10;15.290855;45.867825;75.090978;72.575973;72.5;110;0.002813;0.002813;15;0.102138;0.253214;0.253214;15.290855;15;;0.290855;1.94%
-10;15.215092;45.267952;75.055029;72.541722;72.5;110;0.002756;0.002756;15;0.10259;0.248035;0.248035;15.215092;15;;0.215092;1.43%
-10;15.118129;44.77962;75.068635;72.501633;72.5;110;0.00277;0.00277;15;0.105499;0.249334;0.249334;15.118129;15;;0.118129;0.79%
-10;15.010626;44.460515;75.131902;72.46013;72.5;110;0.002854;0.002854;15;0.11061;0.256847;0.256847;15.010626;15;;0.010626;0.07%
-10;14.904624;44.348955;75.237522;72.422739;72.5;110;0.002996;0.002996;15;0.117306;0.269597;0.269597;14.904624;15;;0.095376;0.64%
-10;14.812036;44.455893;75.371395;72.394988;72.5;110;0.003178;0.003178;15;0.124688;0.286017;0.286017;14.812036;15;;0.187964;1.25%
-10;14.74302;44.762136;75.515178;72.38103;72.5;110;0.00338;0.00338;15;0.131745;0.304157;0.304157;14.74302;15;;0.25698;1.71%
-10;14.704581;45.222077;75.649989;72.382543;72.5;110;0.003577;0.003577;15;0.137568;0.321946;0.321946;14.704581;15;;0.295419;1.97%
-10;14.699734;45.772831;75.759934;72.398375;72.5;110;0.00375;0.00375;15;0.141515;0.337462;0.337462;14.699734;15;;0.300266;2,00%
-10;14.727364;46.345711;75.834393;72.42507;72.5;110;0.003879;0.003879;15;0.143295;0.349148;0.349148;14.727364;15;;0.272636;1.82%
-10;14.782733;46.876728;75.868655;72.45798;72.5;110;0.003955;0.003955;15;0.142943;0.355959;0.355959;14.782733;15;;0.217267;1.45%
-10;14.858429;47.313868;75.863213;72.492438;72.5;110;0.003971;0.003971;15;0.140735;0.357426;0.357426;14.858429;15;;0.141571;0.94%
-10;14.945491;47.620603;75.822371;72.524596;72.5;110;0.003929;0.003929;15;0.137077;0.353649;0.353649;14.945491;15;;0.054509;0.36%
-11;14.970473;48.062826;77.933926;74.510243;74.25;112.5;0.003926;0.003926;15;0.132548;0.353357;0.353357;14.970473;15;;0.029527;0.2%
-11;15.017334;48.430325;77.753716;74.376405;74.25;112.5;0.003878;0.003878;15;0.137571;0.34904;0.34904;15.017334;15;;0.017334;0.12%
-11;15.073324;48.609875;77.640561;74.364099;74.25;112.5;0.003791;0.003791;15;0.13277;0.341187;0.341187;15.073324;15;;0.073324;0.49%
-11;15.127514;48.625034;77.52947;74.35493;74.25;112.5;0.003675;0.003675;15;0.128233;0.330721;0.330721;15.127514;15;;0.127514;0.85%
-11;15.171515;48.497989;77.422453;74.348161;74.25;112.5;0.003542;0.003542;15;0.123833;0.318789;0.318789;15.171515;15;;0.171515;1.14%
-11;15.199391;48.256043;77.323285;74.340132;74.25;112.5;0.003407;0.003407;15;0.119919;0.306653;0.306653;15.199391;15;;0.199391;1.33%
-11;15.207644;47.931913;77.237259;74.328816;74.25;112.5;0.003284;0.003284;15;0.11681;0.295567;0.295567;15.207644;15;;0.207644;1.38%
-11;15.195199;47.563242;77.170258;74.313262;74.25;112.5;0.003185;0.003185;15;0.114796;0.286657;0.286657;15.195199;15;;0.195199;1.3%
-11;15.163334;47.19096;77.127728;74.29348;74.25;112.5;0.00312;0.00312;15;0.114089;0.280805;0.280805;15.163334;15;;0.163334;1.09%
-11;15.115491;46.856358;77.113553;74.270411;74.25;112.5;0.003095;0.003095;15;0.114788;0.278563;0.278563;15.115491;15;;0.115491;0.77%
-11;15.05691;46.596988;77.128983;74.24587;74.25;112.5;0.003112;0.003112;15;0.116834;0.280079;0.280079;15.05691;15;;0.05691;0.38%
-11;14.994053;46.441991;77.171889;74.222325;74.25;112.5;0.003168;0.003168;15;0.119993;0.285088;0.285088;14.994053;15;;0.005947;0.04%
-11;14.933861;46.407864;77.236638;74.2025;74.25;112.5;0.003255;0.003255;15;0.123876;0.292934;0.292934;14.933861;15;;0.066139;0.44%
-11;14.88289;46.495847;77.314748;74.188834;74.25;112.5;0.003363;0.003363;15;0.127989;0.302662;0.302662;14.88289;15;;0.11711;0.78%
-11;14.846492;46.691795;77.396208;74.182942;74.25;112.5;0.003479;0.003479;15;0.131817;0.313137;0.313137;14.846492;15;;0.153508;1.02%
-11;14.828161;46.968702;77.471107;74.185271;74.25;112.5;0.003591;0.003591;15;0.134912;0.323182;0.323182;14.828161;15;;0.171839;1.15%
-11;14.829174;47.291252;77.531126;74.195038;74.25;112.5;0.003686;0.003686;15;0.136955;0.331727;0.331727;14.829174;15;;0.170826;1.14%
-11;14.848552;47.621238;77.570535;74.210478;74.25;112.5;0.003755;0.003755;15;0.137792;0.337916;0.337916;14.848552;15;;0.151448;1.01%
-11;14.883341;47.922641;77.586575;74.229276;74.25;112.5;0.003791;0.003791;15;0.137428;0.341195;0.341195;14.883341;15;;0.116659;0.78%
-11;14.929096;48.165502;77.579284;74.249022;74.25;112.5;0.003793;0.003793;15;0.135995;0.341344;0.341344;14.929096;15;;0.070904;0.47%
-11;14.980484;48.328298;77.551002;74.267573;74.25;112.5;0.003761;0.003761;15;0.133716;0.338477;0.338477;14.980484;15;;0.019516;0.13%
-11;15.03191;48.398926;77.505764;74.283234;74.25;112.5;0.0037;0.0037;15;0.130865;0.333013;0.333013;15.03191;15;;0.03191;0.21%
-11;15.078075;48.374707;77.448734;74.294809;74.25;112.5;0.003618;0.003618;15;0.127738;0.325616;0.325616;15.078075;15;;0.078075;0.52%
-11;15.114457;48.261771;77.385751;74.301551;74.25;112.5;0.003524;0.003524;15;0.124634;0.317116;0.317116;15.114457;15;;0.114457;0.76%
-11;15.137679;48.074096;77.322952;74.303098;74.25;112.5;0.003427;0.003427;15;0.121841;0.308431;0.308431;15.137679;15;;0.137679;0.92%
-11;15.145772;47.83227;77.266418;74.299442;74.25;112.5;0.003339;0.003339;15;0.119622;0.300471;0.300471;15.145772;15;;0.145772;0.97%
-11;15.138322;47.561892;77.221747;74.290933;74.25;112.5;0.003267;0.003267;15;0.118195;0.294051;0.294051;15.138322;15;;0.138322;0.92%
-11;15.1165;47.291467;77.193541;74.27833;74.25;112.5;0.00322;0.00322;15;0.117709;0.289808;0.289808;15.1165;15;;0.1165;0.78%
-11;15.082949;47.049745;77.184829;74.262829;74.25;112.5;0.003202;0.003202;15;0.118221;0.288136;0.288136;15.082949;15;;0.082949;0.55%
-11;15.041524;46.862608;77.196538;74.246038;74.25;112.5;0.003213;0.003213;15;0.119677;0.289143;0.289143;15.041524;15;;0.041524;0.28%
-11;14.996889;46.74988;77.227182;74.229842;74.25;112.5;0.003252;0.003252;15;0.121906;0.292643;0.292643;14.996889;15;;0.003111;0.02%
-11;14.953988;46.72264;77.272914;74.216168;74.25;112.5;0.003313;0.003313;15;0.124637;0.298178;0.298178;14.953988;15;;0.046012;0.31%
-11;14.917472;46.781649;77.328008;74.206672;74.25;112.5;0.00339;0.00339;15;0.127536;0.305078;0.305078;14.917472;15;;0.082528;0.55%
-11;14.891147;46.917331;77.385704;74.202451;74.25;112.5;0.003473;0.003473;15;0.130253;0.312544;0.312544;14.891147;15;;0.108853;0.73%
-11;14.877539;47.111354;77.439225;74.203843;74.25;112.5;0.003553;0.003553;15;0.132479;0.319743;0.319743;14.877539;15;;0.122461;0.82%
-11;14.877639;47.33948;77.482727;74.210403;74.25;112.5;0.003621;0.003621;15;0.133986;0.32591;0.32591;14.877639;15;;0.122361;0.82%
-11;14.890869;47.575032;77.511992;74.22103;74.25;112.5;0.003671;0.003671;15;0.134652;0.330425;0.330425;14.890869;15;;0.109131;0.73%
-11;14.915237;47.79229;77.524758;74.234215;74.25;112.5;0.003699;0.003699;15;0.134459;0.332876;0.332876;14.915237;15;;0.084763;0.57%
-11;14.947657;47.969292;77.52072;74.248313;74.25;112.5;0.003701;0.003701;15;0.133487;0.333087;0.333087;14.947657;15;;0.052343;0.35%
-11;14.984356;48.089746;77.501293;74.26178;74.25;112.5;0.003679;0.003679;15;0.131882;0.331126;0.331126;14.984356;15;;0.015644;0.1%
-11;15.021312;48.144059;77.469247;74.273322;74.25;112.5;0.003636;0.003636;15;0.12984;0.327282;0.327282;15.021312;15;;0.021312;0.14%
-11;15.054672;48.129615;77.42832;74.281968;74.25;112.5;0.003578;0.003578;15;0.12758;0.322024;0.322024;15.054672;15;;0.054672;0.36%
-11;15.081119;48.050503;77.382849;74.287078;74.25;112.5;0.003511;0.003511;15;0.125327;0.31595;0.31595;15.081119;15;;0.081119;0.54%
-11;15.09816;47.916826;77.337432;74.288335;74.25;112.5;0.003441;0.003441;15;0.1233;0.309722;0.309722;15.09816;15;;0.09816;0.65%
-11;15.104334;47.743688;77.296586;74.285729;74.25;112.5;0.003378;0.003378;15;0.121694;0.303996;0.303996;15.104334;15;;0.104334;0.7%
-11;15.099322;47.549834;77.264391;74.279562;74.25;112.5;0.003326;0.003326;15;0.120664;0.29936;0.29936;15.099322;15;;0.099322;0.66%
-11;15.083964;47.355951;77.244103;74.27045;74.25;112.5;0.003292;0.003292;15;0.120315;0.296275;0.296275;15.083964;15;;0.083964;0.56%
-11;15.06016;47.182641;77.237771;74.259315;74.25;112.5;0.003278;0.003278;15;0.120678;0.295022;0.295022;15.06016;15;;0.06016;0.4%
-11;15.030674;47.048209;77.245932;74.247339;74.25;112.5;0.003285;0.003285;15;0.121709;0.295683;0.295683;15.030674;15;;0.030674;0.2%
-11;14.998829;46.966529;77.267456;74.235851;74.25;112.5;0.003313;0.003313;15;0.123282;0.298128;0.298128;14.998829;15;;0.001171;0.01%
-11;14.968136;46.945315;77.299631;74.226169;74.25;112.5;0.003356;0.003356;15;0.12521;0.302035;0.302035;14.968136;15;;0.031864;0.21%
-11;14.941895;46.985166;77.338501;74.219407;74.25;112.5;0.00341;0.00341;15;0.127261;0.306932;0.306932;14.941895;15;;0.058105;0.39%
-11;14.922816;47.07959;77.37941;74.216301;74.25;112.5;0.00347;0.00347;15;0.129195;0.312256;0.312256;14.922816;15;;0.077184;0.51%
-11;14.912723;47.216038;77.417654;74.217095;74.25;112.5;0.003527;0.003527;15;0.130796;0.317417;0.317417;14.912723;15;;0.087277;0.58%
-11;14.912372;47.377738;77.449101;74.221521;74.25;112.5;0.003576;0.003576;15;0.131902;0.321865;0.321865;14.912372;15;;0.087628;0.58%
-11;14.921417;47.545975;77.470662;74.228871;74.25;112.5;0.003613;0.003613;15;0.132417;0.325152;0.325152;14.921417;15;;0.078583;0.52%
-11;14.938505;47.702395;77.480562;74.23814;74.25;112.5;0.003633;0.003633;15;0.132321;0.326974;0.326974;14.938505;15;;0.061495;0.41%
-11;14.961484;47.83101;77.478398;74.248194;74.25;112.5;0.003636;0.003636;15;0.131658;0.327196;0.327196;14.961484;15;;0.038516;0.26%
-11;14.987679;47.919674;77.465029;74.257926;74.25;112.5;0.003621;0.003621;15;0.130528;0.325855;0.325855;14.987679;15;;0.012321;0.08%
-11;15.014206;47.960992;77.44236;74.266369;74.25;112.5;0.003591;0.003591;15;0.12907;0.32315;0.32315;15.014206;15;;0.014206;0.09%
-11;15.038277;47.952669;77.413074;74.272764;74.25;112.5;0.003549;0.003549;15;0.127442;0.319416;0.319416;15.038277;15;;0.038277;0.26%
-11;15.05747;47.897413;77.380353;74.276599;74.25;112.5;0.003501;0.003501;15;0.125813;0.315078;0.315078;15.05747;15;;0.05747;0.38%
-11;15.069956;47.802455;77.347591;74.277608;74.25;112.5;0.003451;0.003451;15;0.124345;0.310614;0.310614;15.069956;15;;0.069956;0.47%
-11;15.074652;47.678757;77.31811;74.275779;74.25;112.5;0.003406;0.003406;15;0.123182;0.306496;0.306496;15.074652;15;;0.074652;0.5%
-11;15.07131;47.539935;77.294876;74.271351;74.25;112.5;0.003368;0.003368;15;0.122437;0.303148;0.303148;15.07131;15;;0.07131;0.48%
-11;15.060523;47.400939;77.280208;74.2648;74.25;112.5;0.003343;0.003343;15;0.122181;0.300903;0.300903;15.060523;15;;0.060523;0.4%
-11;15.04365;47.276539;77.275524;74.25682;74.25;112.5;0.003333;0.003333;15;0.122434;0.299964;0.299964;15.04365;15;;0.04365;0.29%
-11;15.022663;47.179754;77.281153;74.24827;74.25;112.5;0.003338;0.003338;15;0.123161;0.300393;0.300393;15.022663;15;;0.022663;0.15%
-11;14.999931;47.120389;77.296264;74.240092;74.25;112.5;0.003357;0.003357;15;0.124274;0.302099;0.302099;14.999931;15;;0.000069;0,00%
-11;14.977955;47.103904;77.318946;74.2332;74.25;112.5;0.003387;0.003387;15;0.125637;0.304858;0.304858;14.977955;15;;0.022045;0.15%
-11;14.959082;47.130796;77.346442;74.228356;74.25;112.5;0.003426;0.003426;15;0.127093;0.308336;0.308336;14.959082;15;;0.040918;0.27%
-11;14.945252;47.196645;77.375516;74.226066;74.25;112.5;0.003468;0.003468;15;0.128472;0.312135;0.312135;14.945252;15;;0.054748;0.36%
-11;14.937782;47.292791;77.402876;74.226508;74.25;112.5;0.003509;0.003509;15;0.129625;0.315834;0.315834;14.937782;15;;0.062218;0.41%
-11;14.937246;47.40755;77.425587;74.229515;74.25;112.5;0.003545;0.003545;15;0.130433;0.319041;0.319041;14.937246;15;;0.062754;0.42%
-11;14.943437;47.527737;77.441401;74.234625;74.25;112.5;0.003571;0.003571;15;0.130826;0.321431;0.321431;14.943437;15;;0.056563;0.38%
-11;14.95543;47.640251;77.448962;74.241158;74.25;112.5;0.003586;0.003586;15;0.130783;0.322781;0.322781;14.95543;15;;0.04457;0.3%
-11;14.97172;47.7335;77.447875;74.248328;74.25;112.5;0.003589;0.003589;15;0.13033;0.322987;0.322987;14.97172;15;;0.02828;0.19%
-11;14.990411;47.798522;77.438668;74.255341;74.25;112.5;0.003579;0.003579;15;0.129534;0.322071;0.322071;14.990411;15;;0.009589;0.06%
-11;15.009437;47.829712;77.422651;74.261485;74.25;112.5;0.003557;0.003557;15;0.128494;0.320169;0.320169;15.009437;15;;0.009437;0.06%
-11;15.026787;47.825168;77.401743;74.266186;74.25;112.5;0.003528;0.003528;15;0.127325;0.317518;0.317518;15.026787;15;;0.026787;0.18%
-11;15.040699;47.786671;77.378253;74.269043;74.25;112.5;0.003494;0.003494;15;0.126151;0.314422;0.314422;15.040699;15;;0.040699;0.27%
-11;15.049836;47.719358;77.354665;74.269845;74.25;112.5;0.003458;0.003458;15;0.12509;0.311223;0.311223;15.049836;15;;0.049836;0.33%
-11;15.053398;47.631125;77.333405;74.268578;74.25;112.5;0.003425;0.003425;15;0.124248;0.308262;0.308262;15.053398;15;;0.053398;0.36%
-11;15.051192;47.531806;77.316623;74.26542;74.25;112.5;0.003398;0.003398;15;0.123706;0.305845;0.305845;15.051192;15;;0.051192;0.34%
-11;15.043629;47.432169;77.305981;74.26073;74.25;112.5;0.00338;0.00338;15;0.123516;0.30421;0.30421;15.043629;15;;0.043629;0.29%
-11;15.031677;47.342808;77.302476;74.25502;74.25;112.5;0.003372;0.003372;15;0.123691;0.303507;0.303507;15.031677;15;;0.031677;0.21%
-11;15.016741;47.27302;77.306324;74.248913;74.25;112.5;0.003375;0.003375;15;0.124203;0.303781;0.303781;15.016741;15;;0.016741;0.11%
-11;15.00051;47.229786;77.316926;74.243076;74.25;112.5;0.003389;0.003389;15;0.124989;0.304971;0.304971;15.00051;15;;0.00051;0,00%
-11;14.984767;47.217012;77.332935;74.238151;74.25;112.5;0.00341;0.00341;15;0.125956;0.30692;0.30692;14.984767;15;;0.015233;0.1%
